sgRNA	Gene	PO1f_1	PO1f_2	PO1f_3	PO1f_Cas9_1	PO1f_Cas9_2	PO1f_Cas9_3
6732	YALI1_F09314g	384	379	754	47	6	41
1669	YALI1_B17112g	274	561	849	226	32	161
26317	YALI1_C09750g	285	283	442	185	21	61
42137	YALI1_F00960g	769	662	1005	2368	144	728
30479	YALI1_F07860g	213	596	414	997	67	373
24387	YALI1_A11797g	537	316	150	93	1	27
12369	YALI1_A08653g	3692	5147	6787	27714	1344	7946
38549	YALI1_C18750g	1830	2976	3553	17042	691	3587
12288	YALI1_A06625g	310	830	1144	137	15	131
39130	YALI1_D01548g	308	224	509	110	2	3
36871	YALI1_B03719g	909	449	865	317	28	91
46161	YALI1_F03765g	134	230	240	1	1	1
7782	YALI1_F35274g	388	321	609	120	11	75
33445	YALI1_B20243g	226	210	665	43	4	15
3549	YALI1_D04978g	575	406	1041	1121	78	286
12597	YALI1_A14596g	55	127	212	75	0	6
31446	YALI1_F32090g	310	267	842	3	0	9
6480	YALI1_F02378g	160	263	356	918	84	255
46551	YALI1_F13644g	293	236	307	1034	89	534
22905	YALI1_F17094g	754	231	484	1431	119	483
30485	YALI1_F07990g	366	465	900	277	7	39
18489	YALI1_F05220g	488	415	1301	1742	159	599
21286	YALI1_E18927g	154	177	113	416	38	111
44536	YALI1_E04590g	621	480	671	43	10	33
22837	YALI1_F15817g	1114	1632	1640	2233	131	692
31130	YALI1_F23963g	389	715	916	124	14	57
3647	YALI1_D07576g	446	373	673	1039	120	451
12791	YALI1_A19428g	274	462	159	111	4	24
22711	YALI1_F12917g	331	373	826	199	16	92
12760	YALI1_A18489g	303	430	865	223	18	92
39840	YALI1_D20061g	309	572	440	211	22	136
39107	YALI1_D00973g	353	214	818	100	10	27
30134	YALI1_E39676g	201	199	609	35	19	65
35401	YALI1_D09996g	752	492	953	278	23	116
46562	YALI1_F14107g	283	681	566	290	18	59
30342	YALI1_F03948g	260	333	701	2	0	0
15136	YALI1_C30310g	530	628	1725	405	23	118
23023	YALI1_F20234g	567	1255	1773	5995	285	2094
26733	YALI1_C20953g	333	180	607	1060	75	405
5730	YALI1_E25189g	443	704	653	9	1	1
34955	YALI1_C32034g	425	557	672	66	6	57
22718	YALI1_F13023g	648	1044	1927	342	19	179
30460	YALI1_F07384g	724	314	403	99	6	13
9715	YALI1_B22020g	696	878	1647	35	1	14
28531	YALI1_E00040g	103	62	110	187	40	113
25454	YALI1_B16572g	137	390	619	240	11	56
6962	YALI1_F14766g	296	205	753	6	0	2
3889	YALI1_D13368g	75	135	65	16	3	13
24731	YALI1_A20353g	210	118	193	29	1	3
16916	YALI1_E07306g	2606	3580	3989	11352	769	4006
45882	YALI1_E37830g	446	689	1576	217	29	45
35546	YALI1_D13388g	231	228	205	175	11	96
4820	YALI1_E02413g	178	178	368	111	4	26
12949	YALI1_B00675g	1991	2381	2649	1180	87	386
4131	YALI1_D19951g	218	281	425	316	19	93
15077	YALI1_C28879g	902	1025	991	3992	221	1362
36447	YALI1_A15722g	419	323	584	0	0	1
28236	YALI1_D27780g	309	100	163	24	9	11
37726	YALI1_B26728g	242	370	533	20	3	5
31237	YALI1_F26620g	698	1183	1466	1221	119	541
18325	YALI1_F00472g	180	115	393	85	9	51
20704	YALI1_E03846g	537	902	1281	32	1	8
46979	YALI1_F24413g	170	211	150	117	17	8
2193	YALI1_C00710g	105	64	126	157	12	15
36606	YALI1_A19759g	1351	1445	2097	1580	62	332
39257	YALI1_D05070g	912	688	1226	1022	56	191
44025	YALI1_D26721g	431	491	433	167	11	64
38406	YALI1_C15377g	97	71	129	79	10	41
33976	YALI1_C04302g	201	147	352	106	2	36
27421	YALI1_D06904g	109	87	257	40	10	17
11296	YALI1_D01967g	442	262	628	9	5	8
32049	YALI1_A06735g	111	235	254	38	4	35
11938	Nontargeting	365	405	1236	2389	152	622
28188	YALI1_D26496g	389	331	907	26	4	14
5085	YALI1_E09357g	396	655	790	82	13	40
22642	YALI1_F11277g	1019	721	1360	697	67	242
47601	YALI1_F39844g	571	465	658	122	6	74
4269	YALI1_D23524g	147	88	554	238	13	38
20085	YALI1_D23128g	87	162	122	7	4	7
22463	YALI1_F06670g	150	276	366	0	0	0
40642	YALI1_E05446g	186	262	847	376	14	133
42114	YALI1_F00155g	698	532	1034	117	8	28
6904	YALI1_F13220g	346	621	249	565	64	290
13986	YALI1_B28268g	365	287	749	168	2	47
34912	YALI1_C30795g	1044	786	1308	45	7	8
12064	YALI1_A01241g	231	34	38	3	5	15
37759	YALI1_B27485g	850	281	131	9	0	1
8989	YALI1_B02717g	246	375	193	63	8	63
14051	YALI1_B29995g	24	9	7	17	0	0
16378	YALI1_D29053g	546	927	1141	699	61	374
4703	YALI1_D35575g	410	79	229	1	0	0
47241	YALI1_F31416g	231	227	142	148	5	71
79	Nontargeting	596	330	847	1872	126	511
10213	YALI1_C05423g	292	498	412	153	9	33
7622	YALI1_F31672g	713	908	1369	672	72	330
7909	YALI1_F38432g	490	264	700	466	30	228
1667	YALI1_B17050g	54	118	325	11	0	18
45788	YALI1_E35559g	189	452	572	376	29	142
38020	YALI1_C04201g	286	573	601	134	8	43
45025	YALI1_E17214g	364	552	1227	145	35	57
40248	YALI1_D31083g	479	779	733	57	4	0
42528	YALI1_F11493g	438	1208	1378	310	101	196
15064	YALI1_C28513g	299	316	282	159	10	42
46353	YALI1_F09137g	599	691	686	152	19	78
38147	YALI1_C07613g	138	63	439	43	2	15
35999	YALI1_A04620g	221	649	546	146	19	151
44196	YALI1_D31981g	76	48	330	210	5	75
19871	YALI1_F39818g	895	998	2468	1416	117	489
39092	YALI1_D00663g	454	680	960	479	30	178
46531	YALI1_F13185g	169	112	175	58	7	27
8962	YALI1_B02047g	86	111	283	36	4	9
26386	YALI1_C12007g	713	674	1410	268	25	157
17017	YALI1_E10210g	444	635	1489	265	18	74
47121	YALI1_F28092g	417	630	657	292	30	182
6506	YALI1_F03136g	971	1296	1217	2021	128	668
46095	YALI1_F01946g	919	1050	1575	190	21	138
32211	YALI1_A11043g	595	663	979	381	24	163
6738	YALI1_F09433g	541	237	884	474	34	191
31260	YALI1_F27237g	255	291	523	223	41	200
7560	YALI1_F29905g	347	244	352	164	9	56
43731	YALI1_D18727g	203	340	338	67	15	98
43595	YALI1_F37998g	236	191	223	103	10	59
44948	YALI1_E15469g	1359	1372	2559	5149	324	1486
43165	YALI1_F27395g	194	363	348	505	33	176
31827	YALI1_A01468g	237	344	249	687	48	408
9754	YALI1_B23055g	1136	349	497	119	31	112
24791	YALI1_A21746g	77	76	115	285	22	92
22825	YALI1_F15477g	589	516	1330	163	12	60
896	YALI1_A19549g	179	536	231	272	26	183
7467	YALI1_F27574g	154	352	271	199	15	67
32255	YALI1_A12225g	264	144	27	4	0	0
646	YALI1_A13454g	568	859	2164	486	60	227
16163	YALI1_D23237g	445	1262	743	290	16	90
38956	YALI1_C30726g	381	419	827	695	58	252
14169	YALI1_C02873g	312	719	571	179	21	92
17917	YALI1_E32118g	155	217	426	37	16	20
14396	YALI1_C09195g	293	230	364	578	55	300
4976	YALI1_E06158g	560	384	676	252	21	171
28347	YALI1_D31083g	174	456	327	11	1	17
32912	YALI1_B05954g	669	291	1172	172	25	103
11978	Nontargeting	788	655	1510	2845	144	695
36907	YALI1_B04690g	562	991	1345	356	14	228
24503	YALI1_A14721g	500	465	1212	178	7	56
35060	YALI1_D00973g	311	498	591	171	12	56
4646	YALI1_D34057g	267	135	345	13	1	15
6866	YALI1_F12523g	656	645	576	795	81	381
37489	YALI1_B20192g	237	224	379	6	0	0
22990	YALI1_F19249g	138	316	672	61	6	17
18722	YALI1_F11396g	646	1375	1055	1583	130	701
33319	YALI1_B16968g	115	0	65	2	0	0
25152	YALI1_B08321g	1085	884	1641	986	76	414
4186	YALI1_D21228g	100	244	338	52	7	15
26581	YALI1_C17220g	355	332	692	147	14	127
7513	YALI1_F28633g	69	104	186	1	0	0
19961	YALI1_D19980g	459	298	622	293	22	78
35808	Nontargeting	516	800	1189	3470	202	869
20895	YALI1_E08725g	185	502	613	432	40	165
25090	YALI1_B06644g	262	83	405	247	19	86
18956	YALI1_F16614g	591	613	678	266	16	125
27126	YALI1_C32737g	61	12	53	22	2	0
12008	Nontargeting	502	537	1047	1106	161	518
44446	YALI1_E02348g	980	1264	859	127	14	55
39511	YALI1_D11486g	343	309	342	190	11	97
12137	YALI1_A03137g	1007	1209	2072	2469	152	856
8698	YALI1_A18196g	151	178	133	0	2	12
10522	YALI1_C14433g	266	260	304	29	4	25
41476	YALI1_E26205g	71	39	276	124	7	26
20957	YALI1_E10500g	518	457	1445	2121	174	840
26157	YALI1_C05323g	602	207	874	257	23	119
11058	YALI1_C29595g	249	392	1053	187	33	98
10627	YALI1_C17091g	275	308	116	196	2	74
24626	YALI1_A17583g	262	186	412	67	7	21
40912	YALI1_E12790g	524	510	632	46	7	52
16232	YALI1_D25151g	775	1164	1936	384	11	140
8690	YALI1_A17983g	234	161	413	97	5	53
10665	YALI1_C17947g	296	361	555	200	5	23
12222	YALI1_A05168g	816	1014	872	138	17	37
38521	YALI1_C18099g	1108	830	1244	132	5	46
28237	YALI1_D27808g	88	52	202	81	11	30
2558	YALI1_C11234g	176	239	472	46	9	22
19077	YALI1_F19720g	504	559	722	149	11	87
32132	YALI1_A08835g	344	281	259	495	31	236
34717	YALI1_C25171g	222	345	534	130	9	54
9031	YALI1_B04007g	613	636	816	189	26	112
8341	YALI1_A09100g	290	266	551	1567	101	685
45306	YALI1_E23967g	291	742	855	113	7	83
6085	YALI1_E33888g	168	195	431	228	11	98
42718	YALI1_F15859g	577	913	1272	185	3	69
26925	YALI1_C26764g	305	844	1472	0	3	1
27848	YALI1_D17370g	177	260	415	448	35	126
4848	YALI1_E03150g	129	223	259	45	6	48
26616	YALI1_C17995g	547	505	1130	11	1	4
29310	YALI1_E20016g	354	455	376	168	6	47
29149	YALI1_E16174g	288	285	336	311	31	114
42744	YALI1_F16366g	1039	509	751	309	10	92
6959	YALI1_F14712g	292	215	549	63	26	21
41807	YALI1_E34319g	501	254	592	543	30	306
42606	YALI1_F13211g	383	170	441	194	7	78
3699	YALI1_D08971g	119	291	532	46	11	58
10523	YALI1_C14450g	611	762	1133	415	24	74
40632	YALI1_E05180g	280	248	391	200	22	141
40657	YALI1_E05731g	102	319	402	46	5	1
46133	YALI1_F03075g	318	222	398	520	11	78
37269	YALI1_B14418g	502	713	706	274	7	57
8308	YALI1_A08206g	154	160	155	103	11	116
5852	YALI1_E27976g	416	805	613	804	24	45
16059	YALI1_D20672g	813	909	1619	441	23	158
36621	YALI1_A20131g	141	253	295	821	58	224
27133	YALI1_C32850g	471	608	823	530	28	214
37301	YALI1_B15192g	1330	563	693	99	4	25
38703	YALI1_C23511g	853	866	1533	923	68	290
20118	YALI1_D24095g	276	140	267	147	12	142
42674	YALI1_F14958g	542	236	394	0	0	2
42491	YALI1_F10713g	152	125	202	23	2	29
45423	YALI1_E26811g	160	336	331	1209	57	334
32052	YALI1_A06761g	795	660	1079	1798	162	672
14976	YALI1_C25513g	148	223	402	271	5	42
38787	YALI1_C25742g	379	959	1188	347	21	216
44688	YALI1_E08452g	289	214	390	0	0	2
1347	YALI1_B08214g	260	235	581	73	3	38
32264	YALI1_A12445g	100	78	24	26	1	17
5151	YALI1_E11323g	247	321	781	83	8	28
36232	YALI1_A10143g	212	281	324	0	0	0
29603	YALI1_E26987g	262	621	775	14	3	0
23453	YALI1_F31725g	163	245	615	0	4	0
42299	YALI1_F05448g	736	597	1172	302	50	154
24001	YALI1_A02150g	103	71	275	246	7	43
36143	YALI1_A07768g	576	555	629	18	6	55
18975	YALI1_F17066g	119	119	381	211	22	37
10736	YALI1_C19775g	178	339	514	74	6	57
26112	YALI1_C04041g	237	117	276	82	6	72
4417	YALI1_D27181g	569	678	654	171	11	98
44894	YALI1_E14132g	531	1110	1654	4593	193	865
34237	YALI1_C11930g	497	701	806	89	11	12
42170	YALI1_F02008g	117	306	138	175	4	27
6956	YALI1_F14650g	535	702	734	1696	87	527
14369	YALI1_C08242g	267	221	361	251	11	45
26397	YALI1_C12406g	140	163	319	195	15	33
10445	YALI1_C12220g	392	295	258	98	19	58
30152	YALI1_E40251g	498	471	854	291	26	154
12668	YALI1_A16292g	208	492	349	21	2	9
47167	YALI1_F29356g	204	188	453	1019	51	257
32947	YALI1_B06735g	193	139	154	91	5	38
23020	YALI1_F20177g	463	588	1200	179	14	91
14762	YALI1_C19072g	267	125	230	174	11	81
15808	YALI1_D13916g	205	217	547	40	1	24
12212	YALI1_A04927g	2487	2928	4793	786	45	219
33044	YALI1_B09258g	255	525	1175	89	12	31
36782	YALI1_B01428g	261	331	343	265	39	122
31845	YALI1_A01868g	92	442	568	94	7	33
47482	YALI1_F37097g	314	315	662	749	64	220
20546	YALI1_D35945g	150	309	417	26	2	21
30039	YALI1_E37441g	524	481	625	474	4	101
43668	YALI1_F39620g	183	534	297	2	2	2
37246	YALI1_B13828g	389	401	756	216	0	17
4694	YALI1_D35339g	201	409	402	70	4	39
146	YALI1_A00789g	259	164	159	483	55	154
15588	YALI1_D08684g	830	955	1759	370	26	99
21386	YALI1_E21183g	811	893	1987	1182	96	456
2940	YALI1_C21401g	396	516	358	139	8	19
34420	YALI1_C16827g	325	386	396	46	5	36
6204	YALI1_E36641g	146	157	148	35	1	24
28957	YALI1_E11402g	326	580	585	378	14	58
35994	YALI1_A04462g	41	138	147	6	2	1
15544	YALI1_D07486g	433	706	622	804	94	334
29714	YALI1_E29319g	643	352	620	0	0	2
2481	YALI1_C08893g	137	201	352	95	4	77
22589	YALI1_F09965g	504	400	724	213	12	109
29487	YALI1_E24149g	477	730	1150	78	7	30
2931	YALI1_C20953g	136	204	410	325	40	101
42378	YALI1_F07827g	296	232	537	73	0	0
15623	YALI1_D09404g	159	211	256	330	24	95
15845	YALI1_D14725g	270	394	724	54	5	38
19265	YALI1_F24699g	126	0	54	5	1	0
24140	YALI1_A05592g	241	163	367	83	7	13
45796	YALI1_E35759g	89	46	171	13	7	25
38562	YALI1_C19005g	238	632	714	1006	39	249
19330	YALI1_F26399g	230	17	349	14	1	9
10055	YALI1_C00852g	422	457	203	120	22	38
46084	YALI1_F01532g	303	323	467	131	15	36
9331	YALI1_B11794g	151	311	332	298	38	244
5999	YALI1_E31717g	719	834	1398	2030	119	592
44656	YALI1_E07522g	387	238	394	1	1	0
23249	YALI1_F26127g	117	117	135	13	2	9
29834	YALI1_E32489g	266	209	375	85	2	21
829	YALI1_A17720g	62	60	58	38	0	24
15424	YALI1_D04204g	120	191	247	37	4	28
28328	YALI1_D30482g	48	54	52	3	7	13
21267	YALI1_E18291g	848	888	1917	27	9	9
20121	YALI1_D24130g	544	291	830	345	26	207
33326	YALI1_B17132g	289	117	233	0	0	1
45404	YALI1_E26223g	312	584	705	1649	94	405
46877	YALI1_F21690g	246	326	525	669	75	309
8414	YALI1_A11165g	274	407	854	112	10	128
10542	YALI1_C15021g	337	220	680	0	0	0
23253	YALI1_F26216g	378	454	769	564	46	229
2156	YALI1_B30123g	524	580	586	207	8	86
31190	YALI1_F25413g	176	107	275	48	1	13
9511	YALI1_B16705g	153	152	387	398	19	165
14993	YALI1_C25979g	1094	1436	3201	4408	308	1400
22488	YALI1_F07416g	1087	1285	1797	437	29	124
14444	YALI1_C10555g	94	256	523	6	1	7
5058	YALI1_E08452g	294	173	328	41	1	16
32601	YALI1_A20822g	161	174	281	279	33	113
23890	Nontargeting	229	403	119	661	65	212
23327	YALI1_F28212g	4369	3649	5750	4002	312	1577
25240	YALI1_B10757g	348	360	752	225	20	118
10706	YALI1_C18837g	315	490	623	195	14	60
15502	YALI1_D06434g	330	318	666	703	57	324
26584	YALI1_C17307g	762	756	1312	69	14	20
21871	YALI1_E32776g	21	24	63	35	5	24
42816	YALI1_F17912g	509	759	1073	253	9	102
33298	YALI1_B16309g	877	845	694	192	40	197
28419	YALI1_D33350g	522	628	805	64	6	25
47566	YALI1_F39001g	394	365	215	0	0	0
39710	YALI1_D16370g	347	360	407	418	18	107
38325	YALI1_C13227g	222	454	695	294	26	146
13488	YALI1_B14948g	1193	1513	2519	2027	130	776
4364	YALI1_D25968g	291	312	675	318	28	144
26763	YALI1_C22019g	242	313	266	720	50	293
5777	YALI1_E26320g	152	128	301	139	29	131
18400	YALI1_F02942g	806	872	1554	324	20	186
30263	YALI1_F01838g	533	820	912	94	4	65
26190	YALI1_C06191g	265	393	743	136	1	62
32410	YALI1_A16004g	92	110	244	278	18	242
3757	YALI1_D10226g	1022	1292	1951	33	9	21
37326	YALI1_B15742g	327	388	182	700	41	164
28422	YALI1_D33397g	573	794	1275	578	52	208
3819	YALI1_D11722g	1123	664	658	0	1	11
20115	YALI1_D24037g	2370	3157	4568	9543	667	2938
27505	YALI1_D09034g	233	251	265	17	2	34
5662	YALI1_E23659g	303	642	588	486	62	263
18736	YALI1_F11787g	227	145	141	188	46	126
16456	YALI1_D31490g	245	291	593	754	70	301
31242	YALI1_F26757g	543	781	1584	82	17	78
25250	YALI1_B11034g	117	132	214	24	0	17
37297	YALI1_B15092g	553	519	231	0	1	0
9614	YALI1_B19490g	318	293	378	0	0	0
32926	YALI1_B06264g	564	323	716	87	16	106
10891	YALI1_C24531g	1055	1240	1926	2664	239	1091
13624	YALI1_B18631g	341	260	132	99	5	14
13423	YALI1_B13137g	90	327	342	0	0	0
44553	YALI1_E05004g	264	310	902	144	21	47
37987	YALI1_C03378g	278	220	514	182	13	71
25939	YALI1_B29742g	436	680	710	379	34	176
3959	YALI1_D15288g	460	1033	1239	210	26	144
37076	YALI1_B08885g	224	415	125	0	0	10
30033	YALI1_E37264g	732	937	1804	2131	117	657
18610	YALI1_F08683g	181	439	533	196	11	105
15368	YALI1_D02563g	330	510	1086	1151	94	529
32735	YALI1_B01428g	195	204	544	40	10	14
39621	YALI1_D14199g	510	290	437	19	3	17
36566	YALI1_A18605g	177	164	566	137	4	56
23187	YALI1_F24578g	207	61	57	20	0	10
10086	YALI1_C01800g	232	156	317	300	20	198
16423	YALI1_D30395g	160	94	229	201	41	101
41682	YALI1_E31229g	500	502	929	290	20	122
44504	YALI1_E03762g	177	54	77	0	0	0
22069	YALI1_E37574g	234	101	451	95	11	19
16275	YALI1_D26146g	756	977	1377	0	2	0
45519	YALI1_E28828g	347	252	1025	112	13	76
11068	YALI1_C29902g	99	113	378	66	9	39
15624	YALI1_D09417g	1053	1247	2626	1005	68	421
25394	YALI1_B15036g	980	723	1261	718	52	190
43984	YALI1_D25715g	309	605	616	398	17	86
33419	YALI1_B19567g	1336	468	1271	78	12	195
33194	YALI1_B13662g	649	477	1118	346	12	62
24461	YALI1_A13775g	262	550	1049	380	25	113
2767	YALI1_C16961g	458	638	773	880	64	379
37274	YALI1_B14544g	320	323	345	232	22	108
30331	YALI1_F03722g	184	240	587	0	11	3
28435	YALI1_D33820g	213	291	647	136	15	109
32631	YALI1_A21477g	1671	135	354	136	18	76
35012	YALI1_C33427g	168	288	354	452	44	213
10495	YALI1_C13652g	275	417	404	140	7	58
8949	YALI1_B01771g	154	154	556	289	24	123
36570	YALI1_A18675g	396	589	202	80	5	59
41093	YALI1_E17141g	405	253	403	153	14	67
40914	YALI1_E12847g	304	340	528	135	12	44
24080	YALI1_A04022g	271	427	550	0	4	8
10448	YALI1_C12333g	154	180	334	110	3	48
43584	YALI1_F37770g	449	425	623	264	23	38
5265	YALI1_E14153g	174	102	424	155	18	37
4438	YALI1_D27867g	462	518	761	46	6	8
21858	YALI1_E32445g	866	1187	1533	2193	165	898
10024	YALI1_B30382g	1184	1430	1597	23	2	9
33623	YALI1_B25004g	200	192	332	63	10	53
46765	YALI1_F18664g	222	577	932	204	10	12
5197	YALI1_E12541g	174	334	594	2110	73	547
18422	YALI1_F03481g	532	193	85	19	6	56
331	YALI1_A05407g	167	204	156	21	6	13
482	YALI1_A08941g	232	214	565	63	4	43
45090	YALI1_E18990g	330	134	200	817	56	265
41791	YALI1_E34015g	1099	1696	1650	721	36	229
13320	YALI1_B10130g	251	371	231	41	3	9
25797	YALI1_B25795g	589	654	1110	106	14	95
5659	YALI1_E23610g	238	350	424	2	0	1
43038	YALI1_F24130g	213	349	474	7	1	5
41571	YALI1_E28300g	278	233	133	103	4	42
18467	YALI1_F04594g	242	346	298	950	83	445
38299	YALI1_C12433g	254	232	319	166	7	97
40139	YALI1_D27826g	340	310	315	555	23	145
21569	YALI1_E25490g	479	974	1346	610	34	219
30516	YALI1_F08845g	283	190	737	225	21	127
36799	YALI1_B01813g	303	267	282	44	7	32
37331	YALI1_B15928g	180	248	141	416	24	109
10066	YALI1_C01244g	284	569	306	204	11	37
34324	YALI1_C14433g	539	639	1157	1425	86	353
8738	YALI1_A19195g	974	510	1035	1344	43	382
46539	YALI1_F13373g	319	361	1032	0	2	17
12918	YALI1_A22393g	865	1248	1782	3267	263	1365
42260	YALI1_F04259g	338	383	953	150	24	90
47329	YALI1_F33345g	237	440	669	0	0	1
17781	YALI1_E28599g	529	401	562	106	1	55
27471	YALI1_D08239g	258	250	619	166	5	92
38690	YALI1_C23089g	187	233	336	103	1	61
15331	YALI1_D01676g	763	927	1666	467	63	289
27944	YALI1_D20257g	282	151	368	485	49	281
28834	YALI1_E07676g	364	582	478	4	2	2
27171	YALI1_D00221g	43	306	357	60	1	67
17038	YALI1_E10899g	558	635	971	3	10	15
13292	YALI1_B09299g	274	137	426	106	10	40
31236	YALI1_F26612g	225	119	416	24	10	7
44615	YALI1_E06406g	457	422	655	516	11	78
37827	YALI1_B29436g	407	389	335	550	13	95
39353	YALI1_D07729g	600	285	867	23	1	13
15105	YALI1_C29595g	3552	3424	6159	1657	109	395
37309	YALI1_B15420g	205	372	311	3	1	0
14889	YALI1_C23120g	128	128	209	222	18	99
24697	YALI1_A19526g	537	401	973	4	4	1
9651	YALI1_B20407g	212	184	115	154	41	93
41178	YALI1_E19337g	431	750	618	920	120	496
23466	YALI1_F32002g	2236	2533	4742	9166	651	3004
41775	YALI1_E33527g	223	294	246	0	0	0
15890	YALI1_D15974g	590	793	1417	111	10	80
20631	YALI1_E02102g	44	2	15	1	1	3
39905	YALI1_D21610g	722	440	446	450	35	179
43673	YALI1_F39818g	337	294	635	139	2	27
8058	YALI1_A02335g	1813	223	429	50	5	13
45343	YALI1_E24735g	170	266	183	85	1	39
14700	YALI1_C17640g	968	1376	2363	161	16	87
8689	YALI1_A17957g	368	266	723	97	16	35
36955	YALI1_B05830g	490	406	714	181	18	48
38529	YALI1_C18378g	1144	204	185	142	17	58
47201	YALI1_F30179g	37	134	349	186	21	111
35541	YALI1_D13251g	629	825	1599	516	46	232
11511	YALI1_D07945g	236	632	1074	237	27	160
42023	YALI1_E39385g	661	893	1161	969	59	287
24021	YALI1_A02728g	336	609	540	160	30	75
8957	YALI1_B01903g	810	1091	1911	896	47	366
9739	YALI1_B22638g	103	52	246	5	0	1
1307	YALI1_B07210g	402	222	526	360	43	204
2476	YALI1_C08702g	528	538	748	38	7	27
46720	YALI1_F17444g	218	282	568	363	23	58
37194	YALI1_B12195g	238	183	337	10	9	11
1181	YALI1_B04138g	272	293	224	0	0	0
45479	YALI1_E27927g	358	409	519	50	2	15
28035	YALI1_D22401g	571	735	1153	1033	64	333
36634	YALI1_A20398g	336	580	630	170	15	63
9805	YALI1_B24424g	264	232	298	47	2	11
26371	YALI1_C11694g	67	159	409	63	1	36
35028	YALI1_D00264g	57	0	20	15	0	0
33497	YALI1_B21493g	315	1201	1115	338	15	86
28840	YALI1_E07920g	458	354	698	15	9	10
2870	YALI1_C19369g	253	536	889	152	10	29
19711	YALI1_F35894g	555	1098	1533	236	20	73
18421	YALI1_F03461g	322	177	422	121	8	62
24188	YALI1_A06615g	187	186	377	264	29	84
13283	YALI1_B09117g	961	1027	1328	352	44	106
24121	YALI1_A05116g	107	106	39	102	4	22
3113	YALI1_C26533g	404	881	1465	251	21	134
45765	YALI1_E35027g	263	486	644	740	37	176
45275	YALI1_E23292g	124	42	72	63	5	19
37208	YALI1_B12529g	343	173	204	8	1	3
39411	YALI1_D09142g	338	469	649	173	7	104
42435	YALI1_F09314g	555	905	748	111	2	44
941	YALI1_A20685g	450	559	769	283	11	32
40207	YALI1_D29939g	310	364	279	97	6	13
5897	YALI1_E28999g	273	217	452	15	3	8
8374	YALI1_A09919t	1060	1272	1485	579	32	206
23254	YALI1_F26234g	215	235	427	130	16	62
18569	YALI1_F07675g	237	116	383	358	41	168
41043	YALI1_E16023g	304	478	290	9	2	3
955	YALI1_A21012g	863	955	1050	539	32	321
24186	YALI1_A06594g	610	779	1537	776	78	389
42174	YALI1_F02187g	187	560	458	177	8	51
35542	YALI1_D13298g	257	437	376	87	21	54
30311	YALI1_F03205g	690	779	1121	1861	184	888
17750	YALI1_E27927g	394	439	548	22	3	11
14887	YALI1_C23075g	1038	1349	2721	214	29	132
34836	YALI1_C29021g	503	329	624	288	46	168
15912	YALI1_D16531g	1240	1597	2614	536	21	56
38351	YALI1_C13879g	132	138	355	2	0	51
38816	YALI1_C26533g	657	718	1284	50	4	33
30986	YALI1_F19938g	167	238	288	31	5	34
12965	YALI1_B01069g	721	777	724	101	14	111
5724	YALI1_E25018g	196	434	297	34	3	12
16470	YALI1_D32024g	944	799	2007	856	64	296
17173	YALI1_E14350g	148	148	99	18	1	34
35509	YALI1_D12567g	322	415	892	256	17	74
20335	YALI1_D29994g	59	57	168	56	10	25
31343	YALI1_F29483g	226	306	255	70	6	40
17501	YALI1_E22126g	783	348	1386	3	0	13
16913	YALI1_E07234g	253	291	618	3	2	5
18890	YALI1_F15357g	448	423	1038	54	1	32
42859	YALI1_F19169g	782	512	822	104	13	120
8790	YALI1_A20528g	251	231	446	96	5	107
12115	YALI1_A02561g	68	80	148	0	0	0
42151	YALI1_F01346g	490	481	746	202	25	36
11867	YALI1_D16609g	309	355	491	487	79	229
31928	YALI1_A03883g	493	350	371	276	5	81
36166	YALI1_A08512g	388	286	365	53	8	70
42625	YALI1_F13691g	228	469	953	148	7	69
23214	YALI1_F25382g	589	565	1397	147	12	129
39836	YALI1_D19980g	252	280	622	151	16	84
36946	YALI1_B05639g	203	60	183	228	20	115
33214	YALI1_B14236g	681	554	1009	9	2	27
5	Nontargeting	418	720	1037	1877	78	506
47317	YALI1_F33008g	400	827	952	214	10	72
45381	YALI1_E25671g	113	118	112	79	1	52
37546	YALI1_B21562g	317	303	635	6	2	53
44431	YALI1_E02046g	305	521	816	291	17	94
16608	YALI1_D35669g	52	42	85	75	14	33
45675	YALI1_E32816g	253	410	766	651	19	129
34452	YALI1_C17566g	398	403	828	393	40	197
1273	YALI1_B06328g	566	668	1114	892	61	325
44407	YALI1_E01422g	218	409	702	662	33	215
24669	YALI1_A18675g	136	132	352	91	0	31
26235	YALI1_C07360g	423	305	817	181	7	106
45464	YALI1_E27625g	243	205	671	14	0	2
4538	YALI1_D30843g	128	148	102	9	1	0
44607	YALI1_E06178g	177	212	409	251	24	132
17318	YALI1_E17786g	367	964	1496	2250	189	737
10335	YALI1_C08893g	652	717	1089	131	10	56
5528	YALI1_E20510g	440	420	514	118	5	94
18718	YALI1_F11313g	624	647	914	303	30	110
9021	YALI1_B03673g	529	886	1053	164	3	72
20326	YALI1_D29728g	178	67	354	36	4	16
